SystemId,threshold,maxF1,PPV,total
stangnes-gw,1.119025,0.1277708071936428,0.0731561302681992,21498
rodbergvn-gw2,1.468588,0.1320016196517748,0.0788201160541586,21490
tromso-fh-gw,1.967162,0.1065730411981689,0.0562910798122065,21409
tromso-gw5,0.003596,0.1062972961012523,0.0561319872873434,21401
teknobyen-gw1,15.491699,0.4962920707358813,0.7658450704225352,21133
narvik-gw3,0.727287,0.10650940049663,0.0562608329039209,21487
hovedbygget-gw,0.023913,0.109043903790222,0.057753435375813,21600
teknobyen-gw2,6.095586,0.1100511544310797,0.0659486329743164,21364
ma2-gw,3.197261,0.1062938296652405,0.0561483621452868,21600
bergen-gw3,7.562532,0.1352837916910474,0.0728051391862955,21593
narvik-kv-gw,0.004846,0.106289614822038,0.0561277033985581,21376
trd-gw,5.997978,0.1205333888946765,0.0643278105192927,21600
ifi2-gw5,0.011827,0.1090251295590104,0.0578980164087651,21361
oslo-gw1,0.268204,0.1310811592526175,0.0704821150855365,21600
