SystemId,threshold,maxF1,PPV,total
stangnes-gw,3.577221,0.1569316351925047,0.0953906389037195,21498
rodbergvn-gw2,4.701562,0.1469733016124768,0.0874076403081276,21490
tromso-fh-gw,4.937287,0.1613574515767568,0.0998810939357907,21409
tromso-gw5,6.196402,0.1291628707359044,0.0735192440654528,21401
teknobyen-gw1,82.70049,0.5320987654320988,0.9908045977011494,21133
narvik-gw3,1.221991,0.1062891417482579,0.0561274395640225,21487
hovedbygget-gw,4.140861,0.1063277780220746,0.056156811742301,21600
teknobyen-gw2,11.780941,0.1689527541911604,0.1142857142857142,21364
ma2-gw,4.648354,0.1063032067398879,0.0561535952281094,21600
bergen-gw3,21.123296,0.2143596824301001,0.1355303360977739,21593
narvik-kv-gw,9.483302,0.1360413872389346,0.0883084577114427,21376
trd-gw,19.8613,0.228539156626506,0.1480487804878048,21600
ifi2-gw5,7.496639,0.1619377162629758,0.1381345926800472,21361
oslo-gw1,22.371925,0.354706684856753,0.3951367781155015,21600
