SystemId,threshold,maxF1,PPV,total
stangnes-gw,1.11508,0.1277440936650637,0.0731386162317452,21498
rodbergvn-gw2,1.460364,0.1320016196517748,0.0788201160541586,21490
tromso-fh-gw,2.269254,0.1065730411981689,0.0562910798122065,21409
tromso-gw5,0.003548,0.1062972961012523,0.0561319872873434,21401
teknobyen-gw1,16.843866,0.4962920707358813,0.7658450704225352,21133
narvik-gw3,0.732658,0.10650940049663,0.0562608329039209,21487
hovedbygget-gw,0.023671,0.1091176741190542,0.0577803761083503,21600
teknobyen-gw2,6.125921,0.1101577636313313,0.0660252156602521,21364
ma2-gw,0.020507,0.1062712388013592,0.0561383876532848,21600
bergen-gw3,2.347533,0.1340182648401826,0.0719892077507971,21593
narvik-kv-gw,0.370924,0.106251938499712,0.0561066916237716,21376
trd-gw,0.100444,0.1210748481416658,0.06456571867794,21600
ifi2-gw5,0.495806,0.1071217829422177,0.056635469162467,21361
oslo-gw1,0.269502,0.1312686961112088,0.0706573214623981,21600
