SystemId,threshold,maxTPR,PPV,total
stangnes-gw,-0.037693,0.995049504950495,0.0564818284001498,21498
rodbergvn-gw2,-0.024889,1.0,0.0603737662207525,21490
tromso-fh-gw,-0.039636,1.0,0.0589505718352721,21409
tromso-gw5,-0.006956,1.0,0.0613067891781521,21401
teknobyen-gw1,-0.000102,1.0,0.099638442781468,21133
narvik-gw3,-0.001162,1.0,0.0584724378881987,21487
hovedbygget-gw,-0.000299,1.0,0.0575170842824601,21600
teknobyen-gw2,-0.001111,1.0,0.0562679066272133,21364
ma2-gw,-0.002918,1.0,0.0645298690235331,21600
bergen-gw3,-0.000273,1.0,0.0573103839606582,21593
narvik-kv-gw,-0.038707,1.0,0.0565859644154986,21376
trd-gw,-0.000136,1.0,0.0562412993039443,21600
ifi2-gw5,-0.024116,1.0,0.0571811053738764,21361
oslo-gw1,-0.0001,1.0,0.057678579926712,21600
