SystemId,threshold,maxTPR,PPV,total
stangnes-gw,0.053089,0.995049504950495,0.0561347979892012,21498
rodbergvn-gw2,0.080406,1.0,0.0560934736058095,21490
tromso-fh-gw,1.067266,1.0,0.0563347248932876,21409
tromso-gw5,0.191667,1.0,0.0561319872873434,21401
teknobyen-gw1,0.01301,1.0,0.0562117546605948,21133
narvik-gw3,0.169657,1.0,0.0563610851262862,21487
hovedbygget-gw,0.72389,1.0,0.0561865467525844,21600
teknobyen-gw2,2.634255,1.0,0.0561940053473427,21364
ma2-gw,0.204627,1.0,0.0561241028015744,21600
bergen-gw3,0.691752,1.0,0.0563511251627301,21593
narvik-kv-gw,0.42396,1.0,0.0561408437514632,21376
trd-gw,2.024097,1.0,0.0562152133580705,21600
ifi2-gw5,-0.068126,1.0,0.056110720150129,21361
oslo-gw1,5.79144,1.0,0.0562282533054975,21600
