SystemId,threshold,maxF1,PPV,total
stangnes-gw,4.881961,0.1327124563445867,0.1025179856115107,21498
rodbergvn-gw2,-0.863138,0.1062844542447629,0.0561248253376804,21490
tromso-fh-gw,0.084366,0.1118400499843798,0.0604566333423399,21409
tromso-gw5,5.787301,0.1220074481291009,0.0775123929698062,21401
teknobyen-gw1,2264.779306,0.3449197860962567,0.8295819935691319,21133
narvik-gw3,-0.315184,0.1116106333072713,0.0592969520743548,21487
hovedbygget-gw,90.803615,0.1551582745612596,0.0968270214943705,21600
teknobyen-gw2,0.871884,0.1115032601543339,0.0600554159417488,21364
ma2-gw,0.005962,0.1186260401676781,0.0641798117933789,21600
bergen-gw3,12.95343,0.1392447741065408,0.0875,21593
narvik-kv-gw,3.622863,0.1146363364262196,0.0629675297986025,21376
trd-gw,6.712438,0.1471559633027523,0.0946201038225578,21600
ifi2-gw5,-1.001608,0.1091539655015058,0.057727579882228,21361
oslo-gw1,2.573947,0.1234025559105431,0.0701953657428441,21600
