SystemId,threshold,maxF1,PPV,total
stangnes-gw,0.053085,0.1062742333450828,0.0561347979892012,21498
rodbergvn-gw2,0.079405,0.1062329189808692,0.056096084912248,21490
tromso-fh-gw,1.173603,0.1069715310468504,0.0565295678544351,21409
tromso-gw5,0.192361,0.1062972961012523,0.0561319872873434,21401
teknobyen-gw1,2.403709,0.1693283745351126,0.0972728415231871,21133
narvik-gw3,0.219027,0.1080679602636709,0.0572355804690957,21487
hovedbygget-gw,1.119974,0.1063576684143278,0.0561787293460553,21600
teknobyen-gw2,2.806155,0.1064179435931601,0.0561992775718909,21364
ma2-gw,0.446754,0.106284009127611,0.0561271783463107,21600
bergen-gw3,1.695678,0.1303285968028419,0.0698643180195191,21593
narvik-kv-gw,0.042578,0.1062801932367149,0.0561224489795918,21376
trd-gw,4.148303,0.1112204263293511,0.0589579297670491,21600
ifi2-gw5,0.290317,0.1062513904338153,0.0561116593824897,21361
oslo-gw1,7.447726,0.1237246393807904,0.0665951268779194,21600
