SystemId,threshold,maxF1,PPV,total
stangnes-gw,0.499067,0.1062789160608063,0.0561374109761206,21498
rodbergvn-gw2,0.976176,0.1062376019396076,0.0560986964618249,21490
tromso-fh-gw,5.838942,0.1460440626299016,0.0875997340425532,21409
tromso-gw5,0.994224,0.106325527865079,0.0561477325853202,21401
teknobyen-gw1,16.595935,0.1705551086082059,0.0942641173855046,21133
narvik-gw3,1.135949,0.1089271089271089,0.0576228758484571,21487
hovedbygget-gw,6.237016,0.1090300398117987,0.0576775799349033,21600
teknobyen-gw2,4.336179,0.1063754217723317,0.0561755603488699,21364
ma2-gw,4.900371,0.109042795875536,0.0577127402685212,21600
bergen-gw3,5.753079,0.1441906165561287,0.0847041847041847,21593
narvik-kv-gw,8.539826,0.1246393537218695,0.0952801058667843,21376
trd-gw,15.157382,0.176137233879614,0.1081436900507805,21600
ifi2-gw5,1.939706,0.1963487332339791,0.1263183125599233,21361
oslo-gw1,17.771363,0.2007926023778071,0.5033112582781457,21600
