SystemId,threshold,maxF1,PPV,total
stangnes-gw,0.506494,0.1062742333450828,0.0561347979892012,21498
rodbergvn-gw2,0.938335,0.1062469690957986,0.0561039202905298,21490
tromso-fh-gw,4.464446,0.1381281974119771,0.084297520661157,21409
tromso-gw5,0.996066,0.1063114101088784,0.0561398588323283,21401
teknobyen-gw1,15.297526,0.1686953807740324,0.092941277620153,21133
narvik-gw3,1.20711,0.1088991909826379,0.0576044621820454,21487
hovedbygget-gw,5.497546,0.1080059403267179,0.0571183778380694,21600
teknobyen-gw2,6.215225,0.1087008801885431,0.0576736589598325,21364
ma2-gw,4.608546,0.1089723266452285,0.0576508362486222,21600
bergen-gw3,22.744594,0.1716220194289078,0.104442852024364,21593
narvik-kv-gw,7.791211,0.1286129639131178,0.0808950086058519,21376
trd-gw,21.088127,0.1775550384821908,0.1133714285714285,21600
ifi2-gw5,9.950604,0.1634968301634968,0.1360355358134369,21361
oslo-gw1,21.320187,0.3033443240697127,0.3534577387486279,21600
