SystemId,PPV,total
tromso-gw5,0.6333333333333333,235
teknobyen-gw1,0.8333333333333334,235
hoytek-gw2,0.40540540540540543,235
bergen-gw3,0.3611111111111111,235
trd-gw,0.12903225806451613,235
