sTime,eTime,Change,Value,Mean_last_10,real_label
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,None,0.0003425250872811603,None,1
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,None,0.00034200029358934513,None,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,None,0.0003417157301981598,None,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,None,0.0003430209732204196,None,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,None,0.00034615859797843223,None,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,None,0.0003497787517935999,None,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,None,0.0003542004831017155,None,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,None,0.0003605574519966231,None,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,None,0.00036606478028105996,None,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,None,0.00037194875128933227,None,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,2.8126390431403795e-05,0.0003776844070359055,0.0003495580166045017,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,2.6695452805921204e-05,0.0003795227654113309,0.0003528273126054097,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,2.910415420486536e-05,0.0003858963683043373,0.00035679221409947197,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,3.0221119000864807e-05,0.00039121411479068913,0.0003609929957898243,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,2.925258298247372e-05,0.0003950095115594,0.0003657569285769263,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,3.005181721764215e-05,0.0004008149143292637,0.00037076309711162156,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,3.144810487144448e-05,0.00040723684195704375,0.00037578873708559926,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,3.073746591591124e-05,0.00041170558424901587,0.00038096811833310463,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,3.147210206164321e-05,0.00041762681927923906,0.00038615471721759585,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,3.0312840526726024e-05,0.00042153875818520586,0.00039122591765847984,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,2.7893765669489696e-05,0.00042419502421573693,0.00039630125854624724,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,2.7295205413150182e-05,0.000428469169642653,0.00040117396422950283,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,2.5958147133924915e-05,0.00043209569567502845,0.00040613754854110354,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,2.160613855682847e-05,0.00043247399835774484,0.00041086785980091637,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,1.6166530513204568e-05,0.0004315767881901586,0.00041541025767695406,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,1.2269311179929454e-05,0.0004318422896122552,0.0004195729784323257,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,1.080062526083984e-05,0.00043379158967770943,0.0004229909644168696,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,7.7919452424834e-06,0.0004335168482877099,0.0004257249030452265,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,4.01478106456599e-06,0.0004321936847129806,0.0004281789036484146,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,3.8514335716168424e-06,0.0004337958959987504,0.00042994446242713356,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,2.945022448647128e-06,0.000434073365601089,0.00043112834315244187,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,4.4251013360318637e-07,0.00043263761681749106,0.00043219510668388787,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,8.828264877395846e-07,0.00043193496863597446,0.00043281779512371405,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,1.0215505554260398e-08,0.000432888224089542,0.0004328780085839877,0
2023-03-24T17:58:55Z,2023-03-24T17:59:00Z,1.3023557173339612e-06,0.0004315157606753459,0.00043281811639267985,0
