SystemId,PPV,total
tromso-gw5,0.5833078654182757,36500
teknobyen-gw1,0.9822560719414535,324374
hoytek-gw2,0.043647380368285506,2590740
bergen-gw3,0.021349618972343803,5297741
trd-gw,0.010446828443667882,13686522
ifi2-gw5,0.007291615576489042,14214697
