SystemId,PPV,total
tromso-gw5,0.0003862495171881035,7949
teknobyen-gw1,0.025179856115107913,5577
hoytek-gw2,2.9897416687331058e-05,1253199
bergen-gw3,1.9033479891128495e-06,2607833
trd-gw,6.186077202243484e-07,6809205
ifi2-gw5,3.075409502308018e-07,7055501
